SaleID,price
200000,1175.8134015284131
200001,1813.7314296666032
200002,8566.957509449376
200003,1346.752226697024
200004,2078.716501913639
200005,1249.522336843673
200006,391.9435079263757
200007,3666.2987498382154
200008,12347.200569851018
200009,611.5692115941681
200010,556.6224545187742
200011,2594.449001106541
200012,5930.490791991433
200013,8195.392251180587
200014,2119.2129915124033
200015,257.39572075835207
200016,1776.630387799858
200017,8294.089227295983
200018,6615.789516004294
200019,642.3216602480157
200020,24308.109249161673
200021,7664.96595520904
200022,1889.4853735774623
200023,1535.113345272988
200024,931.2180505366804
200025,9213.771755898728
200026,566.859681561715
200027,12661.576459246397
200028,4398.001204388097
200029,7732.636638585701
200030,17496.27185441689
200031,11950.281686315977
200032,576.7753717306233
200033,14350.23911490349
200034,845.1192265925583
200035,1926.6550471201099
200036,14295.943397850928
200037,6176.675104001131
200038,1283.5305790675775
200039,327.73787759385584
200040,594.5005179832937
200041,25692.437224112975
200042,383.2608040415764
200043,8253.09057831699
200044,18037.05045945671
200045,612.835012765941
200046,15843.240386781825
200047,16849.989866461954
200048,2026.9945396300993
200049,3133.1763976464867
200050,866.8222946668828
200051,4526.694272556984
200052,2904.992844167494
200053,332.7965231411462
200054,13230.237333710746
200055,9804.648736899471
200056,8196.169578504905
200057,3406.149348214406
200058,1208.9552849033096
200059,5089.923911093145
200060,8010.123743093233
200061,1212.4722365209968
200062,5227.270448103017
200063,8871.202456144103
200064,1234.2211496655507
200065,1902.1977821272444
200066,565.1987676789237
200067,10117.06873632125
200068,176.7848276413614
200069,18105.48132068858
200070,9031.948323039534
200071,397.25646770696403
200072,5658.619580996667
200073,19689.80560946653
200074,4420.246340310915
200075,15007.512953125759
200076,3245.433265640101
200077,443.2176147452609
200078,373.4434995650038
200079,2922.968233617354
200080,3413.8132735348668
200081,2016.626341669303
200082,3995.986887546758
200083,461.4781340348603
200084,1270.9542273019479
200085,1628.8834112952336
200086,6739.7387203036715
200087,3294.766323361629
200088,2691.5170655504726
200089,41301.21980380456
200090,2950.0693290452723
200091,211.01485554852144
200092,2072.440648404736
200093,16972.630092650594
200094,6793.569952758033
200095,5458.196390933706
200096,2358.677771704075
200097,1235.7690378807706
200098,408.598562669205
200099,20454.1681340441
200100,21820.507841040297
200101,8008.212693074012
200102,1781.2116705518924
200103,10203.178321749703
200104,5556.067007242628
200105,3350.8657555336263
200106,8741.400146170772
200107,1878.9635893287364
200108,14517.197970654071
200109,8160.657640748389
200110,1224.7426933820543
200111,1711.73334771058
200112,1890.5323243344822
200113,583.7891483196363
200114,2335.9986211044034
200115,1299.3012425642396
200116,13433.298694054793
200117,16812.618561097013
200118,58002.511734827815
200119,229.67296521652915
200120,3461.4164845040013
200121,2676.008797848193
200122,679.5245322736928
200123,2185.409078164759
200124,53204.676879404826
200125,792.1169047064332
200126,3480.6601084733547
200127,15031.115606600884
200128,1623.4585785162694
200129,5577.469651543912
200130,3825.0254567163624
200131,3111.025731008949
200132,1190.1738243989098
200133,2801.733335421894
200134,1265.4669268139367
200135,2985.091556703376
200136,3848.5204957833766
200137,1285.3548904413992
200138,9758.862048005245
200139,6528.040157923029
200140,2567.1975135518724
200141,1474.477040120883
200142,5685.456772292818
200143,9309.530831109521
200144,1366.2557693450362
200145,6130.732115770086
200146,2634.125934287271
200147,4426.016425454334
200148,2499.117003586297
200149,265.73423813082854
200150,10731.988028531923
200151,5290.47661132812
200152,563.6443922455036
200153,478.5555877998711
200154,7249.060084657976
200155,3161.2436960685563
200156,16401.110102523926
200157,8938.510267414227
200158,10383.302198138143
200159,14360.559717461434
200160,6638.205296709056
200161,7326.552049171309
200162,6384.87517523837
200163,687.4151313195885
200164,16529.032374235772
200165,15106.552685726143
200166,25017.838034425644
200167,3570.8687472868987
200168,39740.22922613165
200169,769.7092617078666
200170,2577.3733298933457
200171,8573.035477119662
200172,2054.168468379772
200173,34816.806290106964
200174,1184.2843521290383
200175,2193.309645679141
200176,7943.040364529288
200177,5786.999152078175
200178,5297.771017584306
200179,3872.5181000167495
200180,939.0228984904033
200181,19306.77551285125
200182,4467.224260166633
200183,1560.01662357338
200184,1987.594396103033
200185,4584.3178523438255
200186,3016.627400246526
200187,7247.1979578203245
200188,9906.835002396787
200189,12315.010561730203
200190,4036.640900132861
200191,3018.372710071979
200192,1089.3933855867222
200193,4061.2048548562175
200194,7853.1162723392845
200195,2505.7942325167314
200196,909.6550099939418
200197,23210.831721964663
200198,1324.0094955311215
200199,4350.726410804636
200200,667.0091620178163
200201,7407.864127463508
200202,2049.621360126942
200203,1739.3106270340595
200204,8185.011540491899
200205,5280.572893861381
200206,860.1035039324044
200207,5629.881401835139
200208,5434.926063363778
200209,1176.3188881298086
200210,14104.875047306034
200211,5463.463162093122
200212,7487.988512148581
200213,8480.292277141682
200214,20152.29829599103
200215,7263.7800978907035
200216,3064.877750274676
200217,1184.1330780721764
200218,10380.39690448646
200219,1169.054202771212
200220,2347.154830773641
200221,7556.62410931384
200222,2420.058326252747
200223,859.2369547169258
200224,13359.505600146651
200225,3473.9029110896417
200226,1206.4978679926517
200227,8386.448969799636
200228,214.92184843015798
200229,6706.841284539118
200230,8085.548671768616
200231,4774.970549195916
200232,1057.096283641794
200233,7400.304099577666
200234,422.8881762393785
200235,8493.051023811502
200236,13020.206282578925
200237,4506.979710171132
200238,7222.016534081949
200239,9224.643368122826
200240,24614.04762138799
200241,10970.672563616248
200242,4012.722912466301
200243,2873.335376107897
200244,6400.528545694249
200245,4478.208744861248
200246,4606.214174321711
200247,1469.1975955889252
200248,333.2552406499638
200249,10178.159426811024
200250,34193.053886241396
200251,10327.349737352348
200252,815.0800100025367
200253,8521.111691533302
200254,10944.679259784218
200255,7784.383970865712
200256,2619.231955877469
200257,9219.850288860856
200258,3531.0650271659556
200259,7832.966619831127
200260,1698.2141584616365
200261,4612.480544337253
200262,2664.9869641869864
200263,8935.640323940384
200264,6611.26089371071
200265,5351.2347036704505
200266,1274.932513459245
200267,13454.741385505786
200268,8007.977517715323
200269,3507.80817173386
200270,9499.30953927734
200271,2875.248438036763
200272,4806.749688993601
200273,16571.939396673155
200274,482.5338809157682
200275,14759.657961325505
200276,1761.4458584850038
200277,3010.0424717390833
200278,2001.0152170671197
200279,9142.875738807927
200280,2438.328476156521
200281,699.3981961247229
200282,13346.926101398127
200283,6344.179460170775
200284,435.16680288220215
200285,5736.697396146574
200286,2330.634224636183
200287,12122.586342013725
200288,12789.572421970317
200289,3181.2371762673274
200290,7263.126534764696
200291,11485.45474778261
200292,2960.549138238358
200293,8675.672132611347
200294,6646.533996772056
200295,1707.988132906099
200296,2764.5730752304444
200297,7733.972090911326
200298,1353.3952211815185
200299,4514.848421527871
200300,5016.575417996653
200301,5300.748598132779
200302,1668.56992232534
200303,7132.576447367859
200304,2493.379374809144
200305,3877.200866397229
200306,1743.4154651661001
200307,14943.223358022287
200308,1537.1026753464448
200309,1235.1366619346434
200310,986.0179358506804
200311,1198.9580396873553
200312,11042.47040335439
200313,1769.3531329641391
200314,5483.24723833856
200315,1066.5784921288787
200316,37298.384510249736
200317,2595.080448356947
200318,498.5244074894057
200319,10079.31037903583
200320,3631.493319114197
200321,30955.20973905082
200322,18918.216408689397
200323,1461.8967035458043
200324,24757.838857375154
200325,5506.465291671091
200326,2375.665202855922
200327,21298.529108675993
200328,927.6285850262692
200329,8085.26624529502
200330,2026.5569515361374
200331,1499.634901972804
200332,11752.843961798586
200333,1155.42389467149
200334,477.2049340228047
200335,1447.037349391124
200336,1507.5231308007665
200337,1134.2969547978596
200338,1896.488482843649
200339,13340.015296389252
200340,29848.726102846464
200341,2927.215532806792
200342,5718.419086278158
200343,1867.8623781133965
200344,4899.9027303933435
200345,7023.029631797448
200346,1218.2461919620755
200347,11804.701471063136
200348,10019.668224784855
200349,756.0460927693244
200350,11409.290299013315
200351,2474.1988330445856
200352,637.207462982776
200353,1375.4202208728877
200354,3624.3788674370435
200355,786.2663746658025
200356,4525.499805160747
200357,1591.365587303321
200358,3008.8841698067317
200359,8263.467005724866
200360,15956.823131525416
200361,1729.7802222869707
200362,2227.7118828364028
200363,1633.1954745121664
200364,6345.108318042518
200365,8859.205369884885
200366,843.785232636507
200367,7140.1443038892285
200368,6588.679451472344
200369,5517.915718571976
200370,947.4669178011192
200371,11114.3380996719
200372,1391.1856467043358
200373,1119.6429013336665
200374,989.0203828595675
200375,1209.1042245649235
200376,2560.858897276713
200377,1993.86340726593
200378,1477.8273040051454
200379,1671.257450072393
200380,838.4738913734409
200381,3550.1283508421466
200382,33789.42159381728
200383,1984.8421928616285
200384,2548.491707693225
200385,887.6890708779633
200386,1250.069564113915
200387,3777.830259617679
